station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"shinnouhara-gunma-tomiokashi","神農原","かのはら","カノハラ","か","special_char"
"shinochanomizu-tokyo-chiyodaku","新御茶ノ水","しんおちゃノみず","シンオチャノミズ","さ","katakana_remains;special_char"
"shinokawa-kumamoto-asoshi","市ノ川","いちノかわ","イチノカワ","あ","katakana_remains;special_char"
"shinonoi-nagano-naganoshi","篠ノ井","しのノい","シノノイ","さ","katakana_remains;special_char"
"shinose-yamanashi-minobumachi","市ノ瀬","いちノせ","イチノセ","あ","katakana_remains;special_char"
"shinryou-aichi-kasugaishi","神領","しんりょう","シンリョウ","さ","special_char"
"shinsounoki-toyama-kamiichimachi","新相ノ木","しんしょうノき","シンショウノキ","さ","katakana_remains;special_char"
"shintetsudoujou-hyogo-koubeshi","神鉄道場","かみてつどうじょう","カミテツドウジョウ","か","special_char"
"shintetsurokkou-hyogo-koubeshi","神鉄六甲","しんてつろっこう","シンテツロッコウ","さ","special_char"
"shinyurikeoka-kanagawa-kawasakishi","新百合ヶ丘","しんひゃくごうヶおか","シンヒャクゴウヶオカ","さ","kanji_remains;katakana_remains;special_char"
"shinzen-kagawa-sanukishi","神前","しんぜん","シンゼン","さ","special_char"
"shinzen-wakayama-wakayamashi","神前","しんぜん","シンゼン","さ","special_char"
"shinzoukekkansentaa-gunma-maebashishi","心臓血管センター","しんぞうけっかんセンター","シンゾウケッカンセンター","さ","katakana_remains"
"shionomiya-osaka-kawachinaganoshi","汐ノ宮","しおノみや","シオノミヤ","さ","katakana_remains;special_char"
"shioyukisawa-yamanashi-minobumachi","塩之沢","しおのさわ","シオノサワ","さ","special_char"
"shirakamigakutozanguchi-aomori-fukauramachi","白神岳登山口","しらかみたけしとざんぐち","シラカミタケシトザングチ","さ","special_char"
"shiritsutaiikukanmae（kenchoutoori）-kumamoto-kumamotoshi","市立体育館前（県庁通）","しりつたいいくかんまえ（けんちょうどおり）","シリツタイイクカンマエ（ケンチョウドオリ）","さ","long_reading"
"shiromikeoka-chiba-ootakimachi","城見ヶ丘","しろみヶおか","シロミヶオカ","さ","kanji_remains;katakana_remains;special_char"
"shiroukehara-yamaguchi-mineshi","四郎ヶ原","しろうがはら","シロウガハラ","さ","special_char"
"shishigayaookura-tokyo-setagayaku","祖師ヶ谷大蔵","そしヶたにおおくら","ソシヶタニオオクラ","さ","kanji_remains;katakana_remains;special_char"
"shitajinmei-tokyo-shinagawaku","下神明","しもしんめい","シモシンメイ","さ","special_char"
"shitanokou-oita-kyuushoshi","下ノ江","したノえ","シタノエ","さ","katakana_remains;special_char"
"shitennoujimaeyuuhikeoka-osaka-oosakashi","四天王寺前夕陽ヶ丘","してんのうじぜんゆうひヶおか","シテンノウジゼンユウヒヶオカ","さ","kanji_remains;katakana_remains;special_char"
"shitsuhashi-osaka-oosakashi","四ツ橋","よんツきょう","ヨンツキョウ","や","katakana_remains"
"shitsuki-tokyo-katsushikaku","四ツ木","よツぎ","ヨツギ","や","katakana_remains"
"shitsukoya-akita-akitashi","四ツ小屋","よツごや","ヨツゴヤ","や","katakana_remains"
"shitsukura-fukushima-iwakishi","四ツ倉","よんツくら","ヨンツクラ","や","katakana_remains"
"shitsutani-tokyo-chiyodaku","四ツ谷","よツや","ヨツヤ","や","katakana_remains"
"shitsutani-tokyo-shinjukuku","四ツ谷","よツや","ヨツヤ","や","katakana_remains"
"shouinjinjamae-tokyo-setagayaku","松陰神社前","しょういんじんしゃまえ","ショウインジンシャマエ","さ","special_char"
"shoukousentaairiguchi-hiroshima-hiroshimashi","商工センター入口","しょうこうセンターいりぐち","ショウコウセンターイリグチ","さ","katakana_remains"
"sodegaura-chiba-sodegaurashi","袖ヶ浦","そでがうら","ソデガウラ","さ","special_char"
"sonamikami-miyagi-ishinomakishi","曽波神","そなみしん","ソナミシン","さ","special_char"
"soshioryuutsuusentaa-saitama-kumagayashi","ソシオ流通センター","ソシオりゅうつうセンター","ソシオリュウツウセンター","その他","katakana_remains"
"soudai-mie-matsusakashi","漕代","漕だい","漕ダイ","その他","kanji_remains"
"sougourihabirisentaa-aichi-nagoyashi","総合リハビリセンター","そうごうリハビリセンター","ソウゴウリハビリセンター","さ","katakana_remains"
"souja-okayama-soushashi","総社","そうじゃ","ソウジャ","さ","special_char"
"sounoki-toyama-kamiichimachi","相ノ木","あいノき","アイノキ","あ","katakana_remains;special_char"
"sounono-akita-yokoteshi","相野々","あいの々","アイノ々","あ","kanji_remains"
"sukekuchi-aichi-kiyosushi","須ヶ口","すがぐち","スガグチ","さ","special_char"
"sukuriin-shiga-hikoneshi","スクリーン","スクリーン","スクリーン","その他","katakana_remains"
"suminoekouen-osaka-oosakashi","住之江公園","すみのえこうえん","スミノエコウエン","さ","special_char"
"sumiyoshitaisha-osaka-oosakashi","住吉大社","すみよしたいしゃ","スミヨシタイシャ","さ","special_char"
"supeesuwaarudo-fukuoka-kitakyuushuushi","スペースワールド","スペースワールド","スペースワールド","その他","katakana_remains"
"supootsukouen-fukui-etsuzenshi","スポーツ公園","スポーツこうえん","スポーツコウエン","その他","katakana_remains"
"supootsusentaa-chiba-chibashi","スポーツセンター","スポーツセンター","スポーツセンター","その他","katakana_remains"
"suwajinja-nagasaki-nagasakishi","諏訪神社","すわじんじゃ","スワジンジャ","さ","special_char"
"suwanomori-osaka-sakaishi","諏訪ノ森","すわノもり","スワノモリ","さ","katakana_remains;special_char"
"suwanotaira-aomori-nanbumachi","諏訪ノ平","すわノたいら","スワノタイラ","さ","katakana_remains;special_char"
"suzukasaakittoinao-mie-suzukashi","鈴鹿サーキット稲生","すずかサーキットいなおい","スズカサーキットイナオイ","さ","katakana_remains"
"tagataishamae-shiga-tagamachi","多賀大社前","たがたいしゃまえ","タガタイシャマエ","た","special_char"
"tainohama-tokushima-minamimachi","田井ノ浜","だいノはま","ダイノハマ","た","katakana_remains;special_char"
"tainose-wakayama-wakayamashi","田井ノ瀬","たいノせ","タイノセ","た","katakana_remains;special_char"
"takami-gifu-gifushi","田神","たがみ","タガミ","た","special_char"
"takaminosato-osaka-matsubarashi","高見ノ里","こうけんノさと","コウケンノサト","か","katakana_remains;special_char"
"takanawageetouei-tokyo-minatoku","高輪ゲートウェイ","たかなわゲートウェイ","タカナワゲートウェイ","た","katakana_remains"
"takanoko-ehime-matsuyamashi","鷹ノ子","たかノこ","タカノコ","た","katakana_remains;special_char"
"takanomiya-shimane-matsueshi","高ノ宮","たかノみや","タカノミヤ","た","katakana_remains;special_char"
"takanosu-akita-kitaakitashi","鷹ノ巣","たかノす","タカノス","た","katakana_remains;special_char"
"takarakeike-kyoto-kyoutoshi","宝ヶ池","たからヶち","タカラヶチ","た","kanji_remains;katakana_remains;special_char"
"takasujinja-osaka-sakaishi","高須神社","たかすじんじゃ","タカスジンジャ","た","special_char"
"takenjinjamae-aichi-omakishi","田県神社前","たがたじんじゃまえ","タガタジンジャマエ","た","special_char"
"takenotsuka-tokyo-adachiku","竹ノ塚","たけノつか","タケノツカ","た","katakana_remains;special_char"
"takeyukihashi-kagoshima-kagoshimashi","武之橋","たけゆききょう","タケユキキョウ","た","special_char"
"takinokan-akita-hachiminemachi","滝ノ間","たきノま","タキノマ","た","katakana_remains;special_char"
"takinoue-hokkaido-yuubarishi","滝ノ上","たきノうえ","タキノウエ","た","katakana_remains;special_char"
"tamanoi-aichi-ichinomiyashi","玉ノ井","たまノい","タマノイ","た","katakana_remains;special_char"
"tamapuraaza-kanagawa-yokohamashi","たまプラーザ","たまプラーザ","タマプラーザ","た","katakana_remains"
"tamasentaa-tokyo-tamashi","多摩センター","たまセンター","タマセンター","た","katakana_remains"
"tamayukikou-ehime-saijoushi","玉之江","たまのえ","タマノエ","た","special_char"
"tanboaato-aomori-inakadatemura","田んぼアート","たんぼアート","タンボアート","た","katakana_remains"
"tangokanzaki-kyoto-maizurushi","丹後神崎","たんごかんざき","タンゴカンザキ","た","special_char"
"taniyukikuchi-miyazaki-nichinanshi","谷之口","たにのくち","タニノクチ","た","special_char"
"tanosato-kochi-susakishi","多ノ郷","おおノごう","オオノゴウ","あ","katakana_remains;special_char"
"taroumaruenzerurando-fukui-sakaishi","太郎丸エンゼルランド","たろうまるエンゼルランド","タロウマルエンゼルランド","た","katakana_remains"
"tatsumikeoka-aichi-aguimachi","巽ヶ丘","たつみがおか","タツミガオカ","た","special_char"
"tekunosakaki-nagano-sakakimachi","テクノさかき","テクノさかき","テクノサカキ","その他","katakana_remains;special_char"
"tenjin-fukuoka-fukuokashi","天神","てんじん","テンジン","た","special_char"
"tenjinbashisujirokuchoume-osaka-oosakashi","天神橋筋六丁目","てんじんばしすじろくちょうめ","テンジンバシスジロクチョウメ","た","special_char"
"tenjinkawa-hiroshima-hiroshimashi","天神川","てんじんかわ","テンジンカワ","た","special_char"
"tenjinminami-fukuoka-fukuokashi","天神南","てんじんみなみ","テンジンミナミ","た","special_char"
"tenjinnomori-osaka-oosakashi","天神ノ森","てんじんノもり","テンジンノモリ","た","katakana_remains;special_char"
"tenjinyama-oita-yuushi","天神山","てんじんやま","テンジンヤマ","た","special_char"
"tenkese-oita-nittashi","天ヶ瀬","あまがせ","アマガセ","あ","special_char"
"tennouzuairu-tokyo-shinagawaku","天王洲アイル","てんのうしゅうアイル","テンノウシュウアイル","た","katakana_remains"
"tenoko-yamagata-iidemachi","手ノ子","てノこ","テノコ","た","katakana_remains;special_char"
"tenou-hiroshima-kureshi","天応","てん応","テン応","た","kanji_remains"
"terekomusentaa-tokyo-koutouku","テレコムセンター","テレコムセンター","テレコムセンター","その他","katakana_remains"
"tetsunai-kochi-kouchishi","咥内","咥ない","咥ナイ","その他","kanji_remains"
"todenzatsutsukasaketani-tokyo-toshimaku","都電雑司ヶ谷","とでんぞうしがや","トデンゾウシガヤ","た","special_char"
"tokushige.nagoyageidai-aichi-kitanagoyashi","徳重・名古屋芸大","とくしげ・なごやげいだい","トクシゲ・ナゴヤゲイダイ","た","katakana_remains"
"tomamu-hokkaido-shimukappumura","トマム","トマム","トマム","その他","katakana_remains"
"toranomon-tokyo-minatoku","虎ノ門","とらノもん","トラノモン","た","katakana_remains;special_char"
"toranomonhiruzu-tokyo-minatoku","虎ノ門ヒルズ","とらノもんヒルズ","トラノモンヒルズ","た","katakana_remains;special_char"
"toreedosentaamae-osaka-oosakashi","トレードセンター前","トレードセンターまえ","トレードセンターマエ","その他","katakana_remains"
"torinoki-ehime-iyoshi","鳥ノ木","とりノき","トリノキ","た","katakana_remains;special_char"
"torokkoarashiyama-kyoto-kyoutoshi","トロッコ嵐山","トロッコあらしやま","トロッコアラシヤマ","その他","katakana_remains"
"torokkohozukyou-kyoto-kyoutoshi","トロッコ保津峡","トロッコほづきょう","トロッコホヅキョウ","その他","katakana_remains"
"torokkokameoka-kyoto-kameokashi","トロッコ亀岡","トロッコかめおか","トロッコカメオカ","その他","katakana_remains"
"torokkosaga-kyoto-kyoutoshi","トロッコ嵯峨","トロッコさが","トロッコサガ","その他","katakana_remains"
"tottorinosou-osaka-hannanshi","鳥取ノ荘","とっとりノしょう","トットリノショウ","た","katakana_remains;special_char"
"toubuwaarudosukuuea-tochigi-nikkoushi","東武ワールドスクウェア","とうぶワールドスクウェア","トウブワールドスクウェア","た","katakana_remains"
"toujiin.ritsumeikandaigakukinugasakyanpasumae-kyoto-kyoutoshi","等持院・立命館大学衣笠キャンパス前","とうじいん・りつめいかんだいがくきぬがさキャンパスまえ","トウジイン・リツメイカンダイガクキヌガサキャンパスマエ","た","katakana_remains;long_reading"
"toukaikami-chiba-funabashishi","東海神","とうかいしん","トウカイシン","た","special_char"
"toukyoubiggusaito-tokyo-koutouku","東京ビッグサイト","とうきょうビッグサイト","トウキョウビッグサイト","た","katakana_remains"
"toukyoudizuniirando･suteeshon-chiba-urayasushi","東京ディズニーランド･ステーション","とうきょうディズニーランド･ステーション","トウキョウディズニーランド･ステーション","た","katakana_remains;long_reading"
"toukyoudizuniishii･suteeshon-chiba-urayasushi","東京ディズニーシー･ステーション","とうきょうディズニーシー･ステーション","トウキョウディズニーシー･ステーション","た","katakana_remains"
"toukyoukokusaikuruuzutaaminaru-tokyo-koutouku","東京国際クルーズターミナル","とうきょうこくさいクルーズターミナル","トウキョウコクサイクルーズターミナル","た","katakana_remains"
"toukyousukaitsurii-tokyo-sumidaku","とうきょうスカイツリー","とうきょうスカイツリー","トウキョウスカイツリー","た","katakana_remains"
"toukyouterepooto-tokyo-koutouku","東京テレポート","とうきょうテレポート","トウキョウテレポート","た","katakana_remains"
"tounaminokou-ibaraki-shimozumashi","騰波ノ江","とばノえ","トバノエ","た","katakana_remains;special_char"
"tounosawa-kanagawa-hakonemachi","塔ノ沢","とうノさわ","トウノサワ","た","katakana_remains;special_char"
"tousousha-okayama-soushashi","東総社","ひがしそうじゃ","ヒガシソウジャ","は","special_char"
"toyotamobiriteitoyamagsukueagofukumae（gofukusuehirochou）-toyama-toyamashi","トヨタモビリティ富山Gスクエア五福前（五福末広町）","トヨタモビリティとやまGスクエアごふくまえ（ごふくすえひろまち）","トヨタモビリティトヤマgスクエアゴフクマエ（ゴフクスエヒロマチ）","その他","katakana_remains;long_reading"
"tsuga.mikita-osaka-sakaishi","栂・美木多","つが・みきた","ツガ・ミキタ","た","katakana_remains"
"tsunoi-tottori-tottorishi","津ノ井","つノい","ツノイ","た","katakana_remains;special_char"
"tsunomori-shimane-matsueshi","津ノ森","つノもり","ツノモリ","た","katakana_remains;special_char"
"tsurugamine-kanagawa-yokohamashi","鶴ヶ峰","つるヶほう","ツルヶホウ","た","kanji_remains;katakana_remains;special_char"
"tsurukeoka-osaka-oosakashi","鶴ヶ丘","つるヶおか","ツルヶオカ","た","kanji_remains;katakana_remains;special_char"
"tsurukesaka-aomori-aomorishi","鶴ヶ坂","つるがさか","ツルガサカ","た","special_char"
"tsurukeshima-saitama-kawagoeshi","鶴ヶ島","つるがしま","ツルガシマ","た","special_char"
"tsushimanomiya-kagawa-mitoyoshi","津島ノ宮","つしまノみや","ツシマノミヤ","た","katakana_remains;special_char"
"tsutsujigaoka-miyagi-sendaishi","榴ヶ岡","つつじがおか","ツツジガオカ","た","special_char"
"tsutsujikeoka-tokyo-choufushi","つつじヶ丘","つつじヶおか","ツツジヶオカ","た","kanji_remains;katakana_remains;special_char"
"tsuzumikeura-mie-suzukashi","鼓ヶ浦","つづみがうら","ツヅミガウラ","た","special_char"
"uddeitaunchuuou-hyogo-mitashi","ウッディタウン中央","ウッディタウンちゅうおう","ウッディタウンチュウオウ","その他","katakana_remains"
"uege-aichi-taketoyomachi","上ゲ","あゲ","アゲ","あ","katakana_remains"
"uenoshou-mie-matsusakashi","上ノ庄","かみノしょう","カミノショウ","か","katakana_remains;special_char"
"uenotaishi-osaka-habikinoshi","上ノ太子","かみノたいし","カミノタイシ","か","katakana_remains;special_char"
"uesupatsubakiyama-aomori-fukauramachi","ウェスパ椿山","ウェスパちんざん","ウェスパチンザン","その他","katakana_remains"
"ugoshitsuya-akita-daisenshi","羽後四ツ屋","うごよツや","ウゴヨツヤ","あ","katakana_remains"
"umekeoka-tokyo-setagayaku","梅ヶ丘","うめヶおか","ウメヶオカ","あ","kanji_remains;katakana_remains;special_char"
"umekesawa-miyagi-toyoneshi","梅ヶ沢","うめがさわ","ウメガサワ","あ","special_char"
"umeketani-mie-daiosamumachi","梅ヶ谷","うめヶたに","ウメヶタニ","あ","kanji_remains;katakana_remains;special_char"
"umeketouge-yamaguchi-shimonosekishi","梅ヶ峠","うめがとう","ウメガトウ","あ","special_char"
"umigami-chiba-funabashishi","海神","わたつみ","ワタツミ","わ","special_char"
"uminochuudou-fukuoka-fukuokashi","海ノ中道","うみノなかみち","ウミノナカミチ","あ","katakana_remains;special_char"
"uminokuchi-nagano-oomachishi","海ノ口","うみノくち","ウミノクチ","あ","katakana_remains;special_char"
"unomachi-ehime-nishishi","卯之町","うのまち","ウノマチ","あ","special_char"
"uranosaki-saga-imarishi","浦ノ崎","うらノさき","ウラノサキ","あ","katakana_remains;special_char"
"ushigomekagurazaka-tokyo-shinjukuku","牛込神楽坂","うしごめかぐらざか","ウシゴメカグラザカ","あ","special_char"
"ushikehara-fukui-oonoshi","牛ケ原","うしがはら","ウシガハラ","あ","special_char"
"ushinohama-kagoshima-akuneshi","牛ノ浜","うしノはま","ウシノハマ","あ","katakana_remains;special_char"
"ushinotani-fukui-awarashi","牛ノ谷","うしノや","ウシノヤ","あ","katakana_remains;special_char"
"uzumasatenjinkawa-kyoto-kyoutoshi","太秦天神川","うずまさてんじんかわ","ウズマサテンジンカワ","あ","special_char"
"wani-shiga-ootsushi","和邇","かず邇","カズ邇","か","kanji_remains"
"yabukami-niigata-uonumashi","藪神","やぶしん","ヤブシン","や","special_char"
"yagami-okayama-niimishi","矢神","やがみ","ヤガミ","や","special_char"
"yagisawa.miyakotandai-iwate-miyafurushi","八木沢・宮古短大","やぎさわ・みやこたんだい","ヤギサワ・ミヤコタンダイ","や","katakana_remains"
"yakujin-hyogo-kakogawashi","厄神","やくじん","ヤクジン","や","special_char"
"yamanokuchi-miyazaki-miyakonojoushi","山之口","やまのくち","ヤマノクチ","や","special_char"
"yamanome-iwate-ichizekishi","山ノ目","やまノめ","ヤマノメ","や","katakana_remains;special_char"
"yamanonai-hiroshima-shoubarashi","山ノ内","やまノうち","ヤマノウチ","や","katakana_remains;special_char"
"yamanonai-kyoto-kyoutoshi","山ノ内","やまノうち","ヤマノウチ","や","katakana_remains;special_char"
"yanagikeura-oita-usashi","柳ヶ浦","やなぎヶうら","ヤナギヶウラ","や","kanji_remains;katakana_remains;special_char"
"yasukokeshima-fukushima-kooriyamashi","安子ヶ島","やすこヶとう","ヤスコヶトウ","や","kanji_remains;katakana_remains;special_char"
"yomiurirandomae-kanagawa-kawasakishi","読売ランド前","よみうりランドまえ","ヨミウリランドマエ","や","katakana_remains"
"yorunomori-fukushima-tomiokamachi","夜ノ森","よるノもり","ヨルノモリ","や","katakana_remains;special_char"
"yoshiminosato-osaka-tajirimachi","吉見ノ里","よしみノさと","ヨシミノサト","や","katakana_remains;special_char"
"yoshinojinguu-nara-yoshinomachi","吉野神宮","よしのじんぐう","ヨシノジングウ","や","special_char"
"yoshinokesatokouen-saga-yoshinosatomachi","吉野ヶ里公園","よしのヶさとこうえん","ヨシノヶサトコウエン","や","kanji_remains;katakana_remains;special_char"
"youtani-oita-hinodemachi","暘谷","暘たに","暘タニ","その他","kanji_remains"
"yuikehama-kanagawa-kamakurashi","由比ヶ浜","ゆいがはま","ユイガハマ","や","special_char"
"yumikehama-tottori-yonagoshi","弓ヶ浜","ゆみがはま","ユミガハマ","や","special_char"
"yunibaasarushitei-osaka-oosakashi","ユニバーサルシティ","ユニバーサルシティ","ユニバーサルシティ","その他","katakana_remains"
"yunotouge-yamaguchi-sanyouonodashi","湯ノ峠","ゆノとう","ユノトウ","や","katakana_remains;special_char"
"yurikeoka-kanagawa-kawasakishi","百合ヶ丘","ひゃくごうヶおか","ヒャクゴウヶオカ","は","kanji_remains;katakana_remains;special_char"
"yuubikan-miyagi-oosakishi","有備館","ゆう備かん","ユウ備カン","や","kanji_remains"
"yuuhikeurakitsuonsen-kyoto-kyoutangoshi","夕日ヶ浦木津温泉","ゆうひヶうらぎつおんせん","ユウヒヶウラギツオンセン","や","kanji_remains;katakana_remains;special_char"
"yuukarigaoka-chiba-sakurashi","ユーカリが丘","ユーカリがおか","ユーカリガオカ","その他","katakana_remains"
"yuyukimoto-kagoshima-hiokishi","湯之元","ゆのもと","ユノモト","や","special_char"
"zushi.hayama-kanagawa-zushishi","逗子・葉山","ずし・はやま","ズシ・ハヤマ","さ","katakana_remains"
